"","segment_id","year","month","weekday","hour","max_speed","coordinates","pct_up","lorry","pedestrian","bike","car","bucket0","bucket1","bucket2","bucket3","bucket4","bucket5","bucket6","bucket7","expectedfine","speederrisk","roadrisk","riskscore"
"1",24948,2019,12,"Friday",14,50,"[4.475772159548538, 51.30211396173583]",0.25,0,4,16,60,13,5,9,17,17,5,0,0,106,0.05,2.4,0.12
"2",24948,2019,12,"Friday",15,50,"[4.475772159548538, 51.30211396173583]",0.76,0,13,19,103,18,6,10,35,32,4,2,0,212.8,0.1,3.58,0.358
"3",24948,2019,12,"Friday",16,50,"[4.475772159548538, 51.30211396173583]",0.79,0,27,37,137,14,16,32,40,35,4,0,0,84.8,0.04,6.42,0.2568
"4",24948,2019,12,"Friday",17,50,"[4.475772159548538, 51.30211396173583]",0.17,0,12,48,142,12,0,36,71,24,0,0,0,0,0,6.82,0
"5",24948,2019,12,"Monday",11,50,"[4.475772159548538, 51.30211396173583]",0.79,0,0,15,3,3,0,0,0,0,0,0,0,0,0,1.53,0
"6",24948,2019,12,"Monday",14,50,"[4.475772159548538, 51.30211396173583]",0.75,0,0,9,3,2,2,0,0,0,0,0,0,0,0,0.93,0
"7",24948,2019,12,"Saturday",9,50,"[4.475772159548538, 51.30211396173583]",0.04,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0.25,0
"8",24948,2019,12,"Saturday",10,50,"[4.475772159548538, 51.30211396173583]",0.53,0,8,8,87,4,0,19,38,25,2,0,0,42.4,0.02,2.07,0.0414
"9",24948,2019,12,"Saturday",11,50,"[4.475772159548538, 51.30211396173583]",0.58,0,2,34,124,4,4,23,68,21,7,0,0,148.4,0.07,4.74,0.3318
"10",24948,2019,12,"Saturday",12,50,"[4.475772159548538, 51.30211396173583]",0.73,0,1,39,94,13,5,14,47,18,0,0,0,0,0,4.89,0
"11",24948,2019,12,"Saturday",13,50,"[4.475772159548538, 51.30211396173583]",0.77,0,0,24,79,7,6,16,36,14,2,0,2,346.4,0.2,3.19,0.638
"12",24948,2019,12,"Saturday",14,50,"[4.475772159548538, 51.30211396173583]",0.79,0,0,25,100,3,7,12,33,42,4,2,0,212.8,0.1,3.5,0.35
"13",24948,2019,12,"Saturday",15,50,"[4.475772159548538, 51.30211396173583]",0.8,0,2,23,96,4,8,18,42,25,2,0,0,42.4,0.02,3.36,0.0672
"14",24948,2019,12,"Saturday",16,50,"[4.475772159548538, 51.30211396173583]",0.79,0,2,28,76,4,0,6,37,24,6,2,0,255.2,0.12,3.66,0.4392
"15",24948,2019,12,"Saturday",17,50,"[4.475772159548538, 51.30211396173583]",0.16,0,0,6,119,0,0,32,69,19,0,0,0,0,0,1.79,0
"16",24948,2019,12,"Sunday",10,50,"[4.475772159548538, 51.30211396173583]",0.55,0,7,11,58,4,4,6,29,13,4,0,0,84.8,0.04,2.03,0.0812
"17",24948,2019,12,"Sunday",11,50,"[4.475772159548538, 51.30211396173583]",0.54,0,23,25,87,8,4,8,42,21,6,2,0,255.2,0.12,4.52,0.5424
"18",24948,2019,12,"Sunday",12,50,"[4.475772159548538, 51.30211396173583]",0.79,0,13,9,88,7,2,13,30,35,3,2,0,191.6,0.09,2.43,0.2187
"19",24948,2019,12,"Sunday",13,50,"[4.475772159548538, 51.30211396173583]",0.77,0,6,4,60,3,2,8,29,17,3,0,0,63.6,0.03,1.3,0.039
"20",24948,2019,12,"Sunday",14,50,"[4.475772159548538, 51.30211396173583]",0.64,0,2,5,69,10,4,7,24,21,5,2,0,234,0.11,1.29,0.1419
"21",24948,2019,12,"Sunday",15,50,"[4.475772159548538, 51.30211396173583]",0.51,0,0,8,48,16,2,6,10,10,4,0,0,84.8,0.04,1.28,0.0512
"22",24948,2019,12,"Sunday",16,50,"[4.475772159548538, 51.30211396173583]",0.37,0,0,0,76,19,0,6,43,9,0,0,0,0,0,0.76,0
"23",24948,2019,12,"Sunday",17,50,"[4.475772159548538, 51.30211396173583]",0.12,0,0,8,76,17,9,26,17,9,0,0,0,0,0,1.56,0
"24",24948,2019,12,"Tuesday",12,50,"[4.475772159548538, 51.30211396173583]",0.71,0,4,28,2,3,0,0,0,0,0,0,0,0,0,3.02,0
"25",24948,2020,2,"Thursday",9,50,"[4.475772159548538, 51.30211396173583]",0.16,0,0,0,18,0,0,13,7,0,0,0,0,0,0,0.18,0
"26",24948,2020,2,"Thursday",10,50,"[4.475772159548538, 51.30211396173583]",0.73,0,0,0,17,3,3,10,3,0,0,0,0,0,0,0.17,0
"27",24948,2020,2,"Thursday",11,50,"[4.475772159548538, 51.30211396173583]",0.78,0,1,1,32,17,0,6,9,2,0,0,0,0,0,0.47,0
"28",24948,2020,2,"Thursday",12,50,"[4.475772159548538, 51.30211396173583]",0.77,0,1,3,46,20,2,2,16,6,0,2,2,432,0.24,0.81,0.1944
"29",24948,2020,2,"Thursday",13,50,"[4.475772159548538, 51.30211396173583]",0.75,13,1,4,28,22,3,2,3,0,0,0,0,0,0,0.86,0
"30",24948,2020,2,"Thursday",14,50,"[4.475772159548538, 51.30211396173583]",0.76,24,3,5,36,16,2,6,8,3,3,0,0,63.6,0.03,1.25,0.0375
"31",24948,2020,2,"Thursday",15,50,"[4.475772159548538, 51.30211396173583]",0.79,4,3,6,25,8,3,0,11,3,2,0,2,346.4,0.2,1.04,0.208
"32",24948,2020,2,"Thursday",16,50,"[4.475772159548538, 51.30211396173583]",0.78,1,1,5,24,8,4,4,7,3,0,0,0,0,0,0.8,0
"33",24948,2020,2,"Thursday",17,50,"[4.475772159548538, 51.30211396173583]",0.77,0,0,6,29,8,0,6,10,7,0,0,0,0,0,0.89,0
"34",24948,2020,2,"Wednesday",9,50,"[4.475772159548538, 51.30211396173583]",0.73,0,13,12,23,7,6,3,9,0,0,0,0,0,0,2.08,0
"35",24948,2020,2,"Wednesday",10,50,"[4.475772159548538, 51.30211396173583]",0.79,0,8,11,36,11,6,7,11,4,0,0,0,0,0,1.86,0
"36",24948,2020,2,"Wednesday",11,50,"[4.475772159548538, 51.30211396173583]",0.77,10,1,9,23,16,3,4,0,0,2,0,0,42.4,0.02,1.28,0.0256
"37",24948,2020,2,"Wednesday",12,50,"[4.475772159548538, 51.30211396173583]",0.77,28,8,6,40,21,2,6,11,3,0,0,0,0,0,1.68,0
"38",24948,2020,2,"Wednesday",13,50,"[4.475772159548538, 51.30211396173583]",0.66,21,2,11,31,16,2,2,7,4,4,0,0,84.8,0.04,1.72,0.0688
"39",24948,2020,2,"Wednesday",14,50,"[4.475772159548538, 51.30211396173583]",0.8,34,7,6,31,17,4,4,7,2,0,0,0,0,0,1.6,0
"40",24948,2020,2,"Wednesday",15,50,"[4.475772159548538, 51.30211396173583]",0.78,31,0,8,31,15,2,6,6,0,2,0,4,650.4,0.38,1.42,0.5396
"41",24948,2020,2,"Wednesday",16,50,"[4.475772159548538, 51.30211396173583]",0.78,8,4,3,41,18,4,13,7,0,0,0,0,0,0,0.99,0
"42",24948,2020,2,"Wednesday",17,50,"[4.475772159548538, 51.30211396173583]",0.76,0,1,4,26,3,7,11,7,0,0,0,0,0,0,0.71,0
"43",24948,2020,2,"Wednesday",18,50,"[4.475772159548538, 51.30211396173583]",0.77,0,0,4,25,0,0,10,13,3,0,0,0,0,0,0.65,0
"44",26408,2019,11,"Saturday",17,50,"[3.705401392751692, 51.035918198489846]",0.25,16,0,72,219,12,32,116,52,8,0,0,0,0,0,9.55,0
"45",26408,2019,12,"Friday",9,50,"[3.705401392751692, 51.035918198489846]",0.05,0,0,152,369,66,66,87,109,22,0,0,22,3344,1.98,18.89,37.4022
"46",26408,2019,12,"Friday",10,50,"[3.705401392751692, 51.035918198489846]",0.44,28.25,10.5,27,198.5,9.75,27.25,79.75,62.75,13.75,5,0.5,1.75,404,0.2225,5.4925,1.22208125
"47",26408,2019,12,"Friday",11,50,"[3.705401392751692, 51.035918198489846]",0.7525,35.25,9.75,28.5,195.5,23.25,35.75,73.75,49,13.25,1.75,2.5,0,197.1,0.0925,5.645,0.5221625
"48",26408,2019,12,"Friday",12,50,"[3.705401392751692, 51.035918198489846]",0.7575,29,6.5,35.5,202,11.5,26,79.5,67.75,12.25,3.75,0.75,3.5,659.5,0.375,6.185,2.319375
"49",26408,2019,12,"Friday",13,50,"[3.705401392751692, 51.035918198489846]",0.7875,41.5,11.25,52,214,23.5,42.75,80.25,50.5,14.5,3,0.75,1.75,377.6,0.21,8.3175,1.746675
"50",26408,2019,12,"Friday",14,50,"[3.705401392751692, 51.035918198489846]",0.78,35.5,7.5,46.75,222.75,28.75,36.75,88.25,52.25,15.25,2,0,2.25,384.4,0.2225,7.6325,1.69823125
"51",26408,2019,12,"Friday",15,50,"[3.705401392751692, 51.035918198489846]",0.7575,34,9.75,39.75,230.75,35,40.25,90.5,50.75,13,3.5,0,1.75,340.2,0.1925,7.11,1.368675
"52",26408,2019,12,"Friday",16,50,"[3.705401392751692, 51.035918198489846]",0.745,39.25,8,50.75,242.75,32.25,49.75,96.25,53.5,12,0.5,1,1,226.6,0.125,8.295,1.036875
"53",26408,2019,12,"Friday",17,50,"[3.705401392751692, 51.035918198489846]",0.2375,44,8.5,48.25,270.75,32.75,57.75,110.5,64.25,5.5,0,0,2,304,0.18,8.3975,1.51155
"54",26408,2019,12,"Monday",9,50,"[3.705401392751692, 51.035918198489846]",0.2,11.6666666666667,10.3333333333333,73.3333333333333,242,26.3333333333333,54.3333333333333,97.6666666666667,44.3333333333333,8.66666666666667,3.66666666666667,3.66666666666667,5.66666666666667,1173.73333333333,0.656666666666667,10.3866666666667,6.82057777777778
"55",26408,2019,12,"Monday",10,50,"[3.705401392751692, 51.035918198489846]",0.688,28.8,6.2,45.4,178.8,17.8,28.8,74.4,46.6,10.6,1.4,0.4,2.4,420.08,0.242,6.926,1.676092
"56",26408,2019,12,"Monday",11,50,"[3.705401392751692, 51.035918198489846]",0.794,29.8,6.6,33,156.6,18.4,29.2,65.2,32.4,10.8,2.2,0.4,0.8,193.84,0.106,5.494,0.582364
"57",26408,2019,12,"Monday",12,50,"[3.705401392751692, 51.035918198489846]",0.772,23.6,8.4,40,176.4,22.2,27.4,71,43.8,10,1.8,1,1.8,375.76,0.21,6.42,1.3482
"58",26408,2019,12,"Monday",13,50,"[3.705401392751692, 51.035918198489846]",0.768,30.8,8.2,57,187.4,15.2,31.4,68.2,53.6,15,4.6,1,2,465.52,0.256,8.292,2.122752
"59",26408,2019,12,"Monday",14,50,"[3.705401392751692, 51.035918198489846]",0.776,31.2,9,48.6,208.2,20.8,34.2,82,52.4,16,3.2,1.2,2,448.64,0.248,7.704,1.910592
"60",26408,2019,12,"Monday",15,50,"[3.705401392751692, 51.035918198489846]",0.788,35,9,38,195.8,16.6,34.6,82,50.4,11.8,2.2,0,1.4,259.44,0.148,6.558,0.970584
"61",26408,2019,12,"Monday",16,50,"[3.705401392751692, 51.035918198489846]",0.734,36.8,9.6,40,210,19,33.8,89.2,54.2,13.6,2,0.4,1.6,311.2,0.176,6.948,1.222848
"62",26408,2019,12,"Monday",17,50,"[3.705401392751692, 51.035918198489846]",0.478,33.2,6,61.2,234.4,23.6,41.6,104.8,54.2,9.4,2.8,0,0.8,180.96,0.1,9.096,0.9096
"63",26408,2019,12,"Saturday",9,50,"[3.705401392751692, 51.035918198489846]",0.146666666666667,1.66666666666667,1.66666666666667,24.6666666666667,89.3333333333333,3.33333333333333,9.66666666666667,41,34,0,0,3.33333333333333,0,213.333333333333,0.1,3.46,0.346
"64",26408,2019,12,"Saturday",10,50,"[3.705401392751692, 51.035918198489846]",0.6775,7.75,6,15.75,129.25,7.75,12.5,57,41,11,1.5,0.5,0.5,139.8,0.075,3.245,0.243375
"65",26408,2019,12,"Saturday",11,50,"[3.705401392751692, 51.035918198489846]",0.7975,15.25,7,22,147.25,13.5,25.25,61,39,8.25,0.75,1,2.25,421.9,0.24,4.175,1.002
"66",26408,2019,12,"Saturday",12,50,"[3.705401392751692, 51.035918198489846]",0.8025,10.5,8.25,31.25,164,12.5,23.25,76.25,44.5,7,0,1.25,2.75,498,0.285,5.2825,1.5055125
"67",26408,2019,12,"Saturday",13,50,"[3.705401392751692, 51.035918198489846]",0.795,14.75,4.25,21.75,171,16.75,21,72.75,51.75,10,1.5,0,0.5,107.8,0.06,4.245,0.2547
"68",26408,2019,12,"Saturday",14,50,"[3.705401392751692, 51.035918198489846]",0.7925,11.75,8.5,23.75,183.75,16.5,21.75,74,59,12,1.25,1,2.5,470.5,0.2675,4.755,1.2719625
"69",26408,2019,12,"Saturday",15,50,"[3.705401392751692, 51.035918198489846]",0.79,15.5,4.75,29.25,192.75,21.75,28,76.75,52,11.5,2.75,0.5,3.25,584.3,0.335,5.245,1.757075
"70",26408,2019,12,"Saturday",16,50,"[3.705401392751692, 51.035918198489846]",0.7925,16.75,1.5,20.5,180.25,15.5,21.75,82,48,11.25,2,1.75,1.75,420.4,0.23,4.095,0.94185
"71",26408,2019,12,"Saturday",17,50,"[3.705401392751692, 51.035918198489846]",0.41,19,2,27.75,187,15.75,19.5,90,55.75,8,0.75,0,0,15.9,0.0075,4.935,0.0370125
"72",26408,2019,12,"Sunday",9,50,"[3.705401392751692, 51.035918198489846]",0.1625,3.5,6.25,5.25,48.25,5.5,3.25,16.5,21,1,0,0,2.75,418,0.2475,1.355,0.3353625
"73",26408,2019,12,"Sunday",10,50,"[3.705401392751692, 51.035918198489846]",0.712,6,6,19.2,79.4,5.8,8,34.2,25.2,7.4,0.8,0,0.4,77.76,0.044,3.074,0.135256
"74",26408,2019,12,"Sunday",11,50,"[3.705401392751692, 51.035918198489846]",0.802,8,5,17,103.6,11.6,15.6,42.4,28.2,6.6,1.6,0.4,0.4,120.32,0.064,3.066,0.196224
"75",26408,2019,12,"Sunday",12,50,"[3.705401392751692, 51.035918198489846]",0.794,9.4,7.6,16.6,128,9,20.2,50.8,41.4,8.4,0.4,0.4,0.8,155.68,0.088,3.414,0.300432
"76",26408,2019,12,"Sunday",13,50,"[3.705401392751692, 51.035918198489846]",0.772,9.6,10.6,29.6,127,12,13.6,54.4,38.4,9.8,1.2,0.4,0.8,172.64,0.096,4.856,0.466176
"77",26408,2019,12,"Sunday",14,50,"[3.705401392751692, 51.035918198489846]",0.786,11.6,7,20.6,118.6,10.2,13.8,50.6,36.2,8.4,1.6,0.4,0.4,120.32,0.064,3.712,0.237568
"78",26408,2019,12,"Sunday",15,50,"[3.705401392751692, 51.035918198489846]",0.798,13.2,10.2,20.8,142.8,15,16.8,64,40.2,7.2,1.4,0,1,181.68,0.104,4.15,0.4316
"79",26408,2019,12,"Sunday",16,50,"[3.705401392751692, 51.035918198489846]",0.782,9.4,3.6,17,137.6,10.6,14.8,64.2,41,7.6,0.6,0.4,2,342.32,0.198,3.35,0.6633
"80",26408,2019,12,"Sunday",17,50,"[3.705401392751692, 51.035918198489846]",0.434,12,5.8,13.8,129.6,12.8,16.4,63.8,30.4,3.6,0,5,0.4,380.8,0.186,3.086,0.573996
"81",26408,2019,12,"Thursday",9,50,"[3.705401392751692, 51.035918198489846]",0.166666666666667,19.6666666666667,12,74,307.666666666667,28.6666666666667,52.6666666666667,117.666666666667,69.3333333333333,28,5,3.33333333333333,6.66666666666667,1332.66666666667,0.75,11.2733333333333,8.455
"82",26408,2019,12,"Thursday",10,50,"[3.705401392751692, 51.035918198489846]",0.695,22.5,8,46.5,169.25,11.75,27.5,74.25,47.75,9,0,0,1.75,266,0.1575,6.9675,1.09738125
"83",26408,2019,12,"Thursday",11,50,"[3.705401392751692, 51.035918198489846]",0.79,31.25,7.5,50.5,176,15,25.25,80.5,46.25,9,0.75,0.75,1.75,329.9,0.1875,7.4975,1.40578125
"84",26408,2019,12,"Thursday",12,50,"[3.705401392751692, 51.035918198489846]",0.7875,24.25,7.25,48.25,208,12,34,91.75,57.25,12,2.25,0.75,1.25,285.7,0.1575,7.51,1.182825
"85",26408,2019,12,"Thursday",13,50,"[3.705401392751692, 51.035918198489846]",0.775,29.5,11,60.75,202.75,16.5,33.75,79.5,61.5,10.5,2.75,1,0.5,198.3,0.1025,8.9475,0.91711875
"86",26408,2019,12,"Thursday",14,50,"[3.705401392751692, 51.035918198489846]",0.79,31.75,7.5,49.25,197.75,14.75,24.75,85,61,12.75,2.75,0,0.5,134.3,0.0725,7.595,0.5506375
"87",26408,2019,12,"Thursday",15,50,"[3.705401392751692, 51.035918198489846]",0.7875,37.5,7.25,47.5,189.25,18.25,32.75,81.5,49.25,8,0.5,0.5,2,346.6,0.2,7.38,1.476
"88",26408,2019,12,"Thursday",16,50,"[3.705401392751692, 51.035918198489846]",0.7675,32,7.75,55.5,229,19.75,44.75,97.75,57,9.5,1.5,0.5,1.25,253.8,0.1425,8.5475,1.21801875
"89",26408,2019,12,"Thursday",17,50,"[3.705401392751692, 51.035918198489846]",0.2525,58.75,12.25,60.75,267,44.5,49.75,100.25,58.5,9.25,5,0,3.25,600,0.3425,9.945,3.4061625
"90",26408,2019,12,"Tuesday",9,50,"[3.705401392751692, 51.035918198489846]",0.235,23,27.5,125,264,26,77.5,98,45,13.5,0,2,5,888,0.51,16.745,8.53995
"91",26408,2019,12,"Tuesday",10,50,"[3.705401392751692, 51.035918198489846]",0.532,28.4,9.4,38.4,160.2,18.2,25.8,60.4,47.2,7.8,1.2,0.6,1.8,337.44,0.192,6.196,1.189632
"92",26408,2019,12,"Tuesday",11,50,"[3.705401392751692, 51.035918198489846]",0.766,24.8,7.2,35.2,168.8,15.4,25,72.4,48.2,9,1.2,0,1.4,238.24,0.138,5.816,0.802608
"93",26408,2019,12,"Tuesday",12,50,"[3.705401392751692, 51.035918198489846]",0.772,26.8,8.8,40.2,166.6,12.2,20.8,72.4,53.4,8.6,1.2,0.6,1.2,246.24,0.138,6.394,0.882372
"94",26408,2019,12,"Tuesday",13,50,"[3.705401392751692, 51.035918198489846]",0.746,25.8,10.6,78.2,182.4,15.8,27.2,78,50.2,10.2,1.8,1.4,1,279.76,0.15,10.432,1.5648
"95",26408,2019,12,"Tuesday",14,50,"[3.705401392751692, 51.035918198489846]",0.786,25.6,7.6,47,190,19.8,29.2,72.2,53.4,15,1.6,0.8,1.2,267.52,0.148,7.236,1.070928
"96",26408,2019,12,"Tuesday",15,50,"[3.705401392751692, 51.035918198489846]",0.79,28.8,7.2,41.4,170.6,16.8,23.4,71.2,44.6,11.2,2,1,3.4,623.2,0.356,6.494,2.311864
"97",26408,2019,12,"Tuesday",16,50,"[3.705401392751692, 51.035918198489846]",0.798,26,8,49,220.2,17.8,35,97.4,60.4,10.2,0.8,1,1.2,263.36,0.146,7.762,1.133252
"98",26408,2019,12,"Tuesday",17,50,"[3.705401392751692, 51.035918198489846]",0.456,33.6,9,59.8,247.4,24.6,48.4,108,52.2,8.4,3.4,1.4,3.6,708.88,0.4,9.24,3.696
"99",26408,2019,12,"Wednesday",9,50,"[3.705401392751692, 51.035918198489846]",0.13,29.6666666666667,28.6666666666667,56.3333333333333,202.666666666667,14.3333333333333,17.6666666666667,86.3333333333333,73.6666666666667,2.33333333333333,0,0,9.66666666666667,1469.33333333333,0.87,9.39,8.1693
"100",26408,2019,12,"Wednesday",10,50,"[3.705401392751692, 51.035918198489846]",0.7375,19.75,12.25,40.5,148.25,14.75,25,60.75,39,8.25,2,0.5,1.5,302.4,0.17,6.3425,1.078225
"101",26408,2019,12,"Wednesday",11,50,"[3.705401392751692, 51.035918198489846]",0.785,22,7.75,38.25,157.5,10.5,20.5,71,46.75,10,0.75,0,1.75,281.9,0.165,6.0075,0.9912375
"102",26408,2019,12,"Wednesday",12,50,"[3.705401392751692, 51.035918198489846]",0.7825,32.5,10.25,38.25,186.25,13.25,28.25,82.5,52.75,10,1,0,1.25,211.2,0.1225,6.525,0.7993125
"103",26408,2019,12,"Wednesday",13,50,"[3.705401392751692, 51.035918198489846]",0.7525,30,8.75,71.5,217.75,24.25,35.5,85.75,58,12.5,3.25,0.5,1,252.9,0.1375,10.065,1.3839375
"104",26408,2019,12,"Wednesday",14,50,"[3.705401392751692, 51.035918198489846]",0.7875,23.25,7.5,53,169.5,16.25,27.75,67.75,48,10.25,1.75,1,1.75,367.1,0.205,7.6025,1.5585125
"105",26408,2019,12,"Wednesday",15,50,"[3.705401392751692, 51.035918198489846]",0.795,19.5,5.75,42,179,8,26.75,72.75,55.5,12,3,1.25,3.25,637.6,0.36,6.4725,2.3301
"106",26408,2019,12,"Wednesday",16,50,"[3.705401392751692, 51.035918198489846]",0.795,22,10.25,46.75,192.25,9.25,29,92.5,46.75,11.75,3.75,0.5,2.5,491.5,0.2775,7.33,2.034075
"107",26408,2019,12,"Wednesday",17,50,"[3.705401392751692, 51.035918198489846]",0.4675,29.25,13,45.5,229.25,40.5,36.5,95.25,47.75,7.75,1.75,0.5,2,373.1,0.2125,7.785,1.6543125
"108",26408,2020,1,"Friday",9,50,"[3.705401392751692, 51.035918198489846]",0.12,37,9,126.5,282,6,54,121.5,67.5,27.5,0,0,8,1216,0.72,16.29,11.7288
"109",26408,2020,1,"Friday",10,50,"[3.705401392751692, 51.035918198489846]",0.65,28.4,8.8,39.8,165.4,5.4,20,71.2,48.4,17,3.4,1.2,2.2,483.28,0.268,6.358,1.703944
"110",26408,2020,1,"Friday",11,50,"[3.705401392751692, 51.035918198489846]",0.794,41.2,6.8,32,156.2,10.4,23.8,64,44.4,11.2,2,1.4,2.8,557.6,0.314,5.514,1.731396
"111",26408,2020,1,"Friday",12,50,"[3.705401392751692, 51.035918198489846]",0.782,36.6,3,32.8,172.4,10.8,22.6,71.6,53.4,12.4,2.8,0.6,1.8,371.36,0.208,5.52,1.14816
"112",26408,2020,1,"Friday",13,50,"[3.705401392751692, 51.035918198489846]",0.784,39,10.4,51.6,199.4,18.4,26,85.2,53,14,2.6,0.4,3.6,627.92,0.362,8.064,2.919168
"113",26408,2020,1,"Friday",14,50,"[3.705401392751692, 51.035918198489846]",0.784,41.6,6.8,39.8,178.8,20.2,22.4,69.4,57.2,7.8,1.2,1.6,3,583.84,0.33,6.524,2.15292
"114",26408,2020,1,"Friday",15,50,"[3.705401392751692, 51.035918198489846]",0.786,54.4,6.6,33.2,185.8,20,28,75.6,51.4,9.4,2,0.8,1.4,306.4,0.17,6.052,1.02884
"115",26408,2020,1,"Friday",16,50,"[3.705401392751692, 51.035918198489846]",0.79,57.6,9.4,50.6,265.6,22.8,45.2,114.2,69.8,12.2,2.8,0,2,363.36,0.208,8.762,1.822496
"116",26408,2020,1,"Friday",17,50,"[3.705401392751692, 51.035918198489846]",0.682,55.4,9.6,66.8,281,37.2,75,109,52.2,7.2,2.2,0,2.4,411.44,0.238,10.524,2.504712
"117",26408,2020,1,"Friday",18,50,"[3.705401392751692, 51.035918198489846]",0.185,66.5,9,57,228,21,62.5,100.5,43,3,0,0,0,0,0,9.095,0
"118",26408,2020,1,"Monday",9,50,"[3.705401392751692, 51.035918198489846]",0.113333333333333,24,10.6666666666667,125,345,7.33333333333333,84,153,79.6666666666667,23,0,0,0,0,0,16.7233333333333,0
"119",26408,2020,1,"Monday",10,50,"[3.705401392751692, 51.035918198489846]",0.7575,29,7.5,46,177,9.25,35,84.75,42.75,5.75,1.5,0,1.25,221.8,0.1275,7.035,0.8969625
"120",26408,2020,1,"Monday",11,50,"[3.705401392751692, 51.035918198489846]",0.7925,38,5.25,34.75,150.25,5.5,28,60.75,45.5,9,2,0.5,2.25,416.4,0.2375,5.62,1.33475
"121",26408,2020,1,"Monday",12,50,"[3.705401392751692, 51.035918198489846]",0.785,36.5,3.25,39.25,172.75,6.75,25.5,78,47,14.25,2.5,0.5,1.75,351,0.1975,6.18,1.22055
"122",26408,2020,1,"Monday",13,50,"[3.705401392751692, 51.035918198489846]",0.7575,29.25,6.75,72.25,175.5,12.25,22.25,76.5,53.25,11,1.25,0.5,1.75,324.5,0.185,9.61,1.77785
"123",26408,2020,1,"Monday",14,50,"[3.705401392751692, 51.035918198489846]",0.78,43.5,8,55,178.5,11,28.25,79.75,49,10,2.75,1,0.75,236.3,0.125,8.12,1.015
"124",26408,2020,1,"Monday",15,50,"[3.705401392751692, 51.035918198489846]",0.7925,46,4.75,33.5,171,17.5,31,75,39.75,6.5,1,0.5,3.25,547.2,0.3175,5.7575,1.82800625
"125",26408,2020,1,"Monday",16,50,"[3.705401392751692, 51.035918198489846]",0.7925,44.75,8.5,49.5,215.25,16.25,37.25,95.75,54,10.25,2.75,1,2,426.3,0.2375,7.975,1.8940625
"126",26408,2020,1,"Monday",17,50,"[3.705401392751692, 51.035918198489846]",0.6225,51.25,6.25,73,243.75,28.25,37.5,109.5,59.5,9.75,0.5,0.5,1.75,308.6,0.1775,10.5625,1.87484375
"127",26408,2020,1,"Monday",18,50,"[3.705401392751692, 51.035918198489846]",0.03,66,0,131,360,99,66,164,33,0,0,0,0,0,0,17.36,0
"128",26408,2020,1,"Saturday",9,50,"[3.705401392751692, 51.035918198489846]",0.1125,6.25,2,13.75,111.5,0,7.5,35.25,52.25,13,2,0,3.75,612.4,0.3575,2.6525,0.94826875
"129",26408,2020,1,"Saturday",10,50,"[3.705401392751692, 51.035918198489846]",0.7275,16,4.25,26,123,9.75,17,53.5,37.75,6.75,0.5,0.5,0.5,118.6,0.065,4.2025,0.2731625
"130",26408,2020,1,"Saturday",11,50,"[3.705401392751692, 51.035918198489846]",0.785,18.25,7,22,171.75,16.5,25.75,83.75,39.75,7.25,1.25,0,1.5,254.5,0.1475,4.45,0.656375
"131",26408,2020,1,"Saturday",12,50,"[3.705401392751692, 51.035918198489846]",0.785,19.5,7,27.5,178.5,17.25,24.25,77.5,52.5,7.75,2,0.5,0.5,150.4,0.08,5.08,0.4064
"132",26408,2020,1,"Saturday",13,50,"[3.705401392751692, 51.035918198489846]",0.7675,21,6.5,45.5,158.75,12.25,25,63.5,50.5,9,1.5,0.75,0.5,155.8,0.0825,6.6725,0.55048125
"133",26408,2020,1,"Saturday",14,50,"[3.705401392751692, 51.035918198489846]",0.7825,23.75,12,29.75,163.25,12.5,20.5,61.75,56.75,10.5,2,0.75,2,394.4,0.2225,5.445,1.2115125
"134",26408,2020,1,"Saturday",15,50,"[3.705401392751692, 51.035918198489846]",0.7925,25.25,7.25,31.5,163.25,8.75,24.75,70.75,47.75,9.5,1.75,1.25,2.5,497.1,0.28,5.3975,1.5113
"135",26408,2020,1,"Saturday",16,50,"[3.705401392751692, 51.035918198489846]",0.795,24.25,5,31.5,147,13,21.5,64,39.5,9.5,1.5,0,1,183.8,0.105,5.1125,0.5368125
"136",26408,2020,1,"Saturday",17,50,"[3.705401392751692, 51.035918198489846]",0.803333333333333,23.6666666666667,3.66666666666667,36.6666666666667,176.666666666667,16,33,72.6666666666667,49,6.33333333333333,0,1.33333333333333,1,237.333333333333,0.13,5.85333333333333,0.760933333333333
"137",26408,2020,1,"Saturday",18,50,"[3.705401392751692, 51.035918198489846]",0.14,10,0,25.5,169.5,7,15.5,106.5,32,7.5,3.5,0,0,74.2,0.035,4.345,0.152075
"138",26408,2020,1,"Sunday",9,50,"[3.705401392751692, 51.035918198489846]",0.255,2.5,1.5,9.5,62.5,10.5,8,28,16.5,2,0,0,0,0,0,1.675,0
"139",26408,2020,1,"Sunday",10,50,"[3.705401392751692, 51.035918198489846]",0.7675,7.75,4.75,14.75,71.5,6,7.75,29.5,24.75,4.75,1,0.5,1,205.2,0.115,2.505,0.288075
"140",26408,2020,1,"Sunday",11,50,"[3.705401392751692, 51.035918198489846]",0.7825,10.25,7,19.5,108.25,7.5,23.5,41.75,25.75,9.25,2,0,1.25,232.4,0.1325,3.485,0.4617625
"141",26408,2020,1,"Sunday",12,50,"[3.705401392751692, 51.035918198489846]",0.77,16.5,8.5,21,129.5,9.5,15.5,54.5,39,12.5,1.5,0,0.5,107.8,0.06,3.985,0.2391
